room_type,host_acceptance_rate,price,availability_365,review_scores_rating,review_scores_cleanliness,review_scores_communication,number_of_reviews
2,0.33,306.00,257,5,5,4.88,8
1,0.00,900.00,52,4.56,4.81,4.69,18
1,0.98,914.00,157,4.9,4.92,4.98,102
2,0.00,500.00,365,4.83,4.87,4.96,0
1,0.00,600.00,24,4.83,4.87,4.96,134
2,1.00,1997.00,365,5,5,5,0
2,1.00,400.00,0,5,5,5,10
2,1.00,378.00,365,3.33,5,5,3
1,0.94,3200.00,90,4.82,4.87,4.89,89
1,0.99,3575.00,244,4.78,4.86,4.71,79
2,1.00,456.00,345,4.85,4.77,4.9,40
2,0.67,357.00,365,5,4.91,4.91,11
1,0.99,6482.00,220,4.99,5,5,198
1,1.00,1845.00,73,4.91,4.78,4.97,32
1,0.96,629.00,147,4.73,4.76,4.88,26
2,0.50,700.00,310,5,5,5,4
2,0.67,436.00,365,4.76,4.43,4.8,0
1,0.53,1378.00,334,4.76,4.43,4.8,75
1,0.97,900.00,2,4.89,4.86,4.92,93
1,1.00,1402.00,296,0,4.94,4.94,1
1,0.97,1178.00,19,4.86,4.94,4.94,81
2,0.88,800.00,215,4.5,5,5,2
2,1.00,998.00,88,5,5,5,2
1,1.00,1797.00,0,5,5,4.95,44
1,1.00,1139.00,177,4.92,4.93,4.99,145
2,1.00,1600.00,179,4.83,4.93,4.91,0
1,1.00,900.00,355,4.83,4.93,4.91,93
2,0.88,300.00,362,5,4.67,5,4
2,0.88,2220.00,365,4.94,4.97,4.97,0
1,0.88,1289.00,315,4.94,4.97,4.97,77
2,0.77,400.00,177,4.77,4.8,4.89,0
1,0.77,2000.00,71,4.77,4.8,4.89,142
2,0.91,400.00,264,4.75,4.75,4.75,4
2,0.83,400.00,362,5,5,5,0
2,0.83,1100.00,365,5,5,5,0
2,0.83,2500.00,359,5,5,5,15
2,1.00,240.00,0,5,5,5,8
2,0.64,599.00,0,4.62,4.24,4.81,0
1,0.64,699.00,349,4.62,4.24,4.81,21
2,0.00,750.00,0,5,5,5,1
1,0.00,1700.00,206,4.75,5,5,5
4,0.36,1200.00,363,4.66,4.61,4.87,0
1,1.00,1994.00,340,4.66,4.61,4.87,191
1,0.77,3195.00,356,5,5,5,0
2,0.88,500.00,267,5,5,5,22
2,0.91,400.00,264,4.82,4.82,5,11
1,1.00,3600.00,63,4.98,4.9,4.93,130
1,0.99,2313.00,363,4.76,4.92,4.83,120
1,1.00,1518.00,125,4.89,4.93,4.97,152
2,0.75,899.00,88,4.89,4.78,5,10
1,0.80,1447.00,311,4.76,4.89,4.87,127
1,0.77,3000.00,362,4.77,4.81,4.84,0
2,0.77,1398.00,88,4.77,4.81,4.84,0
1,0.77,7988.00,68,4.77,4.81,4.84,0
1,1.00,660.00,337,4.77,4.81,4.84,132
2,0.00,500.00,363,5,5,5,1
1,0.63,950.00,353,4.86,4.86,4.57,14
2,0.00,489.00,358,4.78,4.87,4.97,0
2,0.00,600.00,22,4.78,4.87,4.97,112
2,0.83,350.00,168,4.71,4.21,4.93,14
2,1.00,899.00,83,4.87,4.94,4.92,0
3,1.00,585.00,343,4.87,4.94,4.92,91
2,0.50,450.00,328,4.85,4.88,4.85,27
4,0.93,799.00,360,4.75,4.69,4.88,16
2,0.67,1000.00,365,4.67,4.67,5,0
2,0.93,250.00,0,4.67,4.67,5,9
2,1.00,1100.00,83,4.53,4.68,4.82,0
2,1.00,520.00,325,4.53,4.68,4.82,57
2,1.00,520.00,341,4.69,4.63,4.89,67
2,1.00,250.00,90,4.78,4.89,5,10
2,1.00,350.00,83,4.6,4.63,4.7,0
1,1.00,501.00,114,4.6,4.63,4.7,43
2,1.00,480.00,89,4.72,4.89,4.78,0
1,1.00,3400.00,365,4.72,4.89,4.78,18
2,1.00,550.00,365,5,5,5,2
1,1.00,1282.00,269,4.71,4.83,4.81,270
2,1.00,350.00,264,4.85,4.78,4.89,28
1,1.00,580.00,214,4.5,4.67,4.5,6
1,0.93,1300.00,363,4.56,4.75,4.94,0
2,0.93,800.00,89,4.56,4.75,4.94,0
2,0.93,699.00,64,4.56,4.75,4.94,16
2,0.90,1897.00,365,4.79,4.76,4.92,0
2,0.90,331.00,281,4.79,4.76,4.92,72
4,0.93,799.00,356,4.67,4.92,4.92,12
4,0.00,222.00,89,4.5,4.5,4.5,2
2,0.93,439.00,35,4.73,4.58,4.74,34
1,0.99,800.00,338,4.66,4.72,4.83,101
1,0.99,2342.00,339,4.92,4.97,4.88,145
1,1.00,1803.00,196,4.93,4.96,4.99,224
1,1.00,2900.00,365,4.81,4.72,4.95,0
2,1.00,387.00,259,4.81,4.72,4.95,151
2,0.99,20003.00,358,4.98,4.88,4.95,0
2,0.99,1358.00,85,4.98,4.88,4.95,0
2,0.99,980.00,337,4.98,4.88,4.95,40
2,0.99,579.00,341,4.91,4.93,4.96,132
1,0.98,943.00,359,4.59,4.75,4.8,301
2,1.00,380.00,363,4.43,4.52,4.33,0
1,1.00,1298.00,53,4.43,4.52,4.33,60
2,0.69,207.00,12,4.6,4.6,4.6,6
1,0.95,471.00,295,4.69,4.77,4.82,90
2,0.91,380.00,88,5,5,5,0
2,0.91,800.00,264,5,5,5,1
1,0.90,800.00,145,4.81,4.89,4.88,53
1,1.00,998.00,302,4.82,4.84,4.89,38
1,0.99,3095.00,29,4.9,4.9,4.97,118
1,0.90,5991.00,270,4.89,4.89,4.95,19
2,1.00,550.00,363,4.97,4.9,4.97,0
2,0.50,300.00,79,4.97,4.9,4.97,30
2,0.48,249.00,231,4.25,4.75,4.5,5
2,1.00,250.00,50,4.89,5,4.94,18
1,1.00,500.00,285,4.85,5,4.95,20
2,0.96,1100.00,90,4.33,4.61,4.56,18
1,0.82,1198.00,315,4.87,4.77,4.97,30
1,1.00,1229.00,295,4.89,4.89,5,53
2,1.00,460.00,347,4.93,4.97,4.97,30
2,1.00,780.00,265,4.71,4.86,4.86,7
1,0.97,939.00,345,4.75,4.73,4.89,114
1,0.00,950.00,295,4.97,4.99,4.96,0
1,0.99,1911.00,338,4.97,4.99,4.96,68
2,1.00,206.00,0,4.75,4.88,4.5,8
1,1.00,355.00,40,4.76,4.87,4.91,70
2,0.96,1200.00,363,4.33,4.53,4.61,39
1,1.00,1209.00,269,4.83,4.86,4.94,560
2,0.96,1120.00,365,4.53,4.77,4.8,62
1,1.00,779.00,77,4.67,4.91,4.83,169
1,1.00,1398.00,83,4.95,5,4.98,42
1,0.83,11982.00,267,4.97,4.91,5,0
2,0.83,400.00,50,4.97,4.91,5,35
1,1.00,700.00,179,3.6,2.8,4,7
1,0.00,800.00,364,4.95,4.74,4.95,0
2,0.00,680.00,338,4.95,4.74,4.95,38
1,0.00,450.00,341,4.71,4.76,4.91,221
1,0.00,1018.00,0,4.81,4.86,4.94,150
2,0.00,250.00,89,3.75,4,4.75,0
2,1.00,800.00,364,3.75,4,4.75,0
2,0.76,400.00,326,3.75,4,4.75,4
2,0.94,224.00,56,4.83,4.94,4.89,36
2,0.94,400.00,365,4.74,4.69,4.94,0
1,0.94,2995.00,88,4.74,4.69,4.94,90
2,1.00,520.00,178,4.91,5,4.91,11
1,0.81,2017.00,235,4.79,4.81,4.92,145
2,0.91,300.00,170,4.89,4.85,4.93,27
2,1.00,350.00,159,5,5,5,16
1,1.00,998.00,282,4.97,4.97,4.97,146
2,1.00,780.00,57,4.89,4.85,4.96,27
2,0.83,2500.00,89,4.85,4.92,4.92,13
1,0.99,3000.00,87,4.88,4.73,4.94,105
1,1.00,800.00,135,4.67,4.77,4.71,116
2,0.50,450.00,12,5,5,5,10
2,0.88,499.00,172,3.67,3.67,3.67,3
2,0.88,420.00,349,4.96,4.96,5,80
2,0.86,215.00,315,5,4.82,5,12
1,1.00,1625.00,336,4.71,4.87,4.96,165
1,0.95,1522.00,133,4.9,4.92,4.95,39
2,0.93,799.00,164,4.88,4.96,4.84,25
2,0.00,300.00,0,4.84,4.9,4.98,0
1,1.00,2370.00,301,4.84,4.9,4.98,212
1,1.00,2112.00,304,4.89,4.91,4.91,216
2,0.96,499.00,81,4.93,4.89,4.94,80
1,0.86,550.00,342,4.83,4.98,4.89,54
2,0.36,4493.00,363,5,5,5,1
1,1.00,600.00,364,4,3.86,4.29,8
1,1.00,1298.00,337,4.64,4.76,4.42,33
1,1.00,750.00,13,4.85,4.94,4.96,68
1,1.00,1600.00,180,4,4,4,1
1,1.00,919.00,337,4.75,4.86,4.89,446
1,0.99,1064.00,328,4.89,4.87,4.98,112
2,0.93,599.00,263,4.54,4.92,5,13
2,0.50,309.00,266,4.48,4.33,4.9,23
2,0.95,250.00,365,4.56,4.6,4.78,55
1,1.00,400.00,64,4.54,4.79,4.89,28
2,0.00,2619.00,364,0,4.98,4.93,0
2,0.00,550.00,364,0,4.98,4.93,1
1,1.00,1960.00,185,4.93,4.98,4.93,275
2,0.89,400.00,365,4.96,4.95,5,0
1,0.89,840.00,100,4.96,4.95,5,74
1,1.00,980.00,340,4.57,4.67,4.74,62
2,0.49,449.00,363,4.97,4.91,4.99,117
2,0.96,895.00,100,4.95,4.9,4.9,20
1,1.00,600.00,358,5,5,5,0
1,0.50,25961.00,364,5,5,5,4
2,0.50,6001.00,178,5,5,5,0
1,0.50,1298.00,324,5,5,5,4
2,0.96,895.00,145,4.86,5,4.95,0
2,0.96,895.00,346,4.86,5,4.95,21
1,0.94,3994.00,83,4.71,4.76,4.78,79
2,0.96,695.00,288,4.73,4.91,4.82,11
1,1.00,799.00,258,4.83,4.83,4.82,95
1,0.97,1255.00,96,4.84,4.89,4.87,55
1,1.00,1531.00,173,4.88,4.87,4.95,133
1,0.80,1061.00,315,4.77,4.89,4.78,118
2,0.00,619.00,88,4.72,4.78,4.86,0
2,1.00,280.00,141,4.72,4.78,4.86,76
2,0.98,1098.00,365,4.9,4.87,4.9,0
1,0.98,1581.00,92,4.9,4.87,4.9,232
1,1.00,2324.00,231,4.95,4.88,4.97,213
1,0.96,1709.00,180,4.2,3.8,4.6,5
2,1.00,200.00,363,0,4.99,4.99,1
1,1.00,1378.00,55,4.96,4.99,4.99,269
2,0.98,264.00,265,4.95,4.88,4.98,41
2,0.50,764.00,179,3.67,3.67,3.67,3
2,1.00,375.00,89,4.96,4.93,4.96,0
1,1.00,3075.00,275,4.96,4.93,4.96,211
2,0.85,390.00,0,4.83,4.17,4.67,6
2,0.85,200.00,0,4.78,4.59,4.96,27
1,0.85,1977.00,139,4.87,4.82,4.93,157
1,1.00,880.00,325,4.94,4.93,4.91,303
1,0.92,845.00,305,4.82,4.84,4.93,191
1,1.00,3728.00,57,4.87,4.67,4.96,78
1,0.79,1693.00,361,4.93,4.93,5,16
2,1.00,210.00,264,4.67,5,5,3
2,1.00,300.00,172,5,4.9,5,48
1,0.96,1428.00,86,4.86,4.79,4.92,106
1,1.00,890.00,357,4.82,5,4.95,101
1,1.00,1700.00,326,4.88,4.72,4.93,57
1,1.00,599.00,345,4.47,4.72,4.55,32
1,1.00,599.00,357,4.67,4.5,4.71,36
1,1.00,1729.00,272,4.92,4.89,4.96,136
2,0.90,260.00,330,4.93,4.86,5,42
2,1.00,300.00,363,5,5,5,4
2,0.68,316.00,356,4.79,4.69,4.92,15
1,0.93,680.00,320,4.9,4.94,4.99,111
1,0.68,998.00,290,5,5,5,20
1,1.00,459.00,0,4.55,4.45,4.85,34
1,1.00,1442.00,239,4.87,4.82,4.9,238
2,0.20,400.00,298,5,5,5,6
1,1.00,1096.00,173,5,4.93,4.93,15
2,0.95,500.00,79,4.65,4.49,4.72,43
2,1.00,330.00,359,5,4.67,5,3
1,1.00,1538.00,0,4.89,4.78,4.89,10
2,0.00,480.00,171,5,4.86,5,7
2,0.00,429.00,178,4.92,4.96,4.92,0
1,0.00,799.00,3,4.92,4.96,4.92,53
2,1.00,586.00,340,4.63,4.58,4.85,67
2,1.00,360.00,178,4.87,4.97,4.97,0
1,1.00,1000.00,128,4.87,4.97,4.97,31
1,0.86,550.00,332,4.7,4.75,4.74,73
1,0.98,1600.00,365,4.63,5,5,8
1,0.98,1247.00,324,4.8,4.78,4.82,242
1,1.00,380.00,298,4.54,4.61,4.8,587
2,1.00,425.00,363,4.5,4.83,5,6
1,1.00,400.00,342,4.46,4.66,4.77,562
1,1.00,854.00,265,4.83,4.86,4.89,33
1,0.99,944.00,214,5,5,5,3
2,0.50,786.00,365,4.33,4,5,3
1,1.00,1800.00,310,5,5,5,14
2,0.80,668.00,161,5,5,5,25
1,0.00,719.00,238,4.99,4.96,4.98,137
1,1.00,2097.00,325,5,5,5,2
1,1.00,490.00,74,4.75,5,5,4
2,0.99,485.00,303,4.76,4.72,4.93,474
1,1.00,750.00,70,4.83,4.94,4.93,100
1,0.21,1700.00,356,4.84,4.88,4.85,87
1,0.99,1750.00,282,4.93,4.96,4.96,218
1,0.93,2590.00,303,4.82,4.73,4.83,236
2,0.69,350.00,362,5,5,5,22
2,0.71,907.00,335,4.88,4.94,4.94,17
2,1.00,201.00,336,5,4.9,5,11
1,0.98,1471.00,297,4.7,4.88,4.97,176
1,0.60,1500.00,363,5,5,5,1
1,0.98,1400.00,297,4.83,4.91,4.96,139
1,0.88,1317.00,364,4.85,4.85,4.98,81
2,0.71,398.00,362,4.82,4.73,4.73,12
2,1.00,200.00,195,4.75,4.65,4.85,108
1,1.00,1332.00,0,5,5,5,2
1,1.00,800.00,205,4.94,4.76,5,17
1,1.00,790.00,113,4.48,4.48,4.71,65
1,0.99,1578.00,343,4.92,4.89,4.86,37
1,1.00,1499.00,263,4.86,4.84,4.84,180
1,0.75,2576.00,363,4.78,5,5,9
2,0.17,500.00,361,4.92,4.97,4.98,154
2,0.17,450.00,364,4.85,4.93,4.93,137
1,1.00,15057.00,340,4.84,4.79,4.88,92
2,0.94,500.00,319,4.94,4.98,4.96,50
1,0.98,600.00,281,4.72,4.77,4.77,63
2,0.98,400.00,355,4.85,4.8,4.94,155
2,0.98,500.00,71,4.8,4.81,4.95,138
2,0.96,461.00,313,4.9,4.91,4.96,291
1,0.77,1977.00,67,4.9,4.82,4.99,104
1,0.88,1559.00,318,4.87,4.92,4.96,144
1,0.97,800.00,302,4.68,4.79,4.84,104
1,1.00,2214.00,362,4.82,4.85,4.9,114
1,0.88,1520.00,348,4.84,4.77,4.93,189
1,0.98,1198.00,344,4.86,4.93,4.96,230
2,0.50,800.00,359,5,4.94,4.97,37
1,1.00,3237.00,360,5,4.6,4.4,5
1,1.00,913.00,322,4.96,4.98,5,46
2,0.94,500.00,308,4.95,5,5,22
1,1.00,1511.00,256,4.92,4.95,4.98,297
2,1.00,389.00,59,4.38,3.88,4.88,16
2,0.96,1100.00,363,4.78,4.78,4.73,24
1,0.56,5112.00,151,5,5,4.98,0
2,0.00,350.00,357,5,5,4.98,59
2,0.97,1200.00,364,5,5,5,4
2,0.97,208.00,299,4.92,4.82,4.97,143
2,1.00,300.00,365,4.75,4.89,4.78,0
1,1.00,2596.00,0,4.75,4.89,4.78,12
2,0.50,370.00,365,5,5,5,5
2,0.00,350.00,87,4.92,4.9,4.97,0
2,0.96,489.00,329,4.92,4.9,4.97,345
1,0.95,786.00,266,4.89,4.78,4.94,99
1,1.00,604.00,261,4.75,4.78,4.97,116
2,0.90,237.00,330,4.88,4.85,4.98,48
1,0.00,750.00,364,5,4.25,5,4
1,1.00,999.00,311,4.77,4.78,4.95,520
2,0.00,1500.00,365,4.8,4.72,4.91,0
1,0.00,1797.00,0,4.8,4.72,4.91,133
2,0.00,700.00,365,4.82,4.82,4.94,17
2,0.50,360.00,363,5,5,5,3
2,1.00,321.00,309,4.76,4.74,4.96,233
1,0.96,2800.00,319,5,4.87,4.73,15
2,1.00,1599.00,364,4.85,4.97,4.94,0
1,1.00,1803.00,278,4.85,4.97,4.94,191
2,1.00,980.00,364,4.94,5,4.94,0
1,1.00,1187.00,317,4.94,5,4.94,17
1,0.00,779.00,363,4.54,4.43,4.8,0
2,0.43,350.00,322,4.54,4.43,4.8,36
1,1.00,1018.00,17,5,5,5,7
2,0.50,400.00,90,4.86,4.86,5,7
1,0.98,1429.00,235,4.86,4.57,4.86,14
1,0.74,682.00,151,4.91,4.89,4.94,235
2,0.71,670.00,186,4.96,5,5,28
1,0.83,350.00,45,4.71,4.65,4.77,33
2,0.71,339.00,323,5,4.92,5,13
1,0.90,2100.00,285,4.93,4.93,5,37
1,0.99,17973.00,359,5,5,4.5,2
1,0.99,800.00,54,4.72,4.57,4.77,95
1,0.99,8986.00,309,4.76,4.86,4.57,33
1,0.71,800.00,235,4.91,4.94,4.86,71
2,1.00,900.00,83,5,5,5,42
1,1.00,1050.00,312,4.79,4.8,4.94,89
2,0.85,700.00,358,4.81,4.82,4.79,0
1,0.85,1512.00,310,4.81,4.82,4.79,73
2,1.00,500.00,364,5,4.92,5,0
1,1.00,870.00,365,5,4.92,5,12
2,0.88,380.00,213,4.87,4.84,4.97,31
2,1.00,1000.00,280,4.98,5,4.86,51
2,1.00,339.00,179,0,4.2,4.8,1
2,1.00,700.00,364,4.6,4.2,4.8,5
2,1.00,350.00,90,1,1,2,1
2,1.00,295.00,84,5,4.8,5,10
2,0.33,700.00,365,5,5,5,1
2,0.78,680.00,82,4.88,4.85,4.93,41
2,0.67,230.00,140,4.92,5,5,13
1,1.00,380.00,276,4.64,4.64,4.84,99
1,0.00,900.00,54,5,4.95,5,21
1,0.00,1997.00,358,4.56,4.56,4.89,9
2,1.00,648.00,65,4.93,4.98,4.93,124
1,0.48,611.00,25,4.85,4.91,4.93,86
2,0.97,205.00,81,4.5,4.42,4.75,24
2,1.00,240.00,233,4.82,4.81,4.82,22
2,1.00,399.00,76,4.93,4.92,4.95,193
1,1.00,799.00,266,4.69,4.83,4.8,72
1,0.98,1218.00,351,4.77,4.72,4.98,61
2,1.00,330.00,265,4.83,5,5,6
2,1.00,616.00,338,4.88,4.8,4.94,177
1,1.00,1418.00,334,4.89,4.9,4.95,151
2,1.00,700.00,233,5,5,5,12
1,1.00,904.00,192,4.86,4.88,4.92,194
2,0.95,321.00,344,4.78,4.65,4.92,267
1,0.00,1298.00,0,4.8,4.6,4.87,87
2,0.99,550.00,356,5,5,5,6
1,0.99,843.00,37,4.92,4.86,4.97,117
1,0.94,2879.00,89,5,4.5,5,2
1,0.83,1000.00,300,4.92,4.88,5,25
1,0.96,1110.00,54,4.9,4.93,4.96,136
1,0.98,1600.00,365,0,4.95,4.93,1
1,0.98,1899.00,162,4.95,4.95,4.93,56
2,1.00,450.00,265,4.69,4.39,4.84,51
2,0.00,750.00,362,5,4.94,4.94,18
1,0.98,1639.00,167,4.91,4.93,5,70
1,0.98,1428.00,316,4.64,4.6,4.71,209
2,0.80,500.00,358,1,1,1,2
1,0.80,774.00,313,4.61,4.45,4.85,285
1,1.00,688.00,252,4.73,4.84,4.86,244
1,0.99,5991.00,286,4.95,4.81,4.89,60
1,1.00,961.00,348,4.53,4.71,4.58,86
2,0.69,350.00,271,5,5,5,0
2,0.20,3595.00,361,5,5,5,4
1,0.90,850.00,356,4.78,4.83,4.91,158
1,0.88,1072.00,121,4.81,4.87,4.82,95
2,0.86,1098.00,46,5,4.94,4.94,16
2,0.14,500.00,364,4.83,4.5,5,7
1,1.00,1450.00,216,4.83,4.79,4.87,53
1,0.60,601.00,36,4.85,4.82,4.9,156
1,0.98,1788.00,0,4.83,4.67,4.83,6
1,0.98,2548.00,263,4.75,4.91,4.96,24
1,1.00,600.00,51,4.87,4.88,4.93,191
1,0.73,800.00,34,4.86,5,4.71,7
2,0.83,280.00,296,4.89,4.89,4.93,28
2,0.95,700.00,365,4.67,4.83,4.83,6
1,0.95,1897.00,0,4.68,4.61,4.95,96
1,0.95,1200.00,313,4.96,5,5,24
2,1.00,200.00,281,4.76,4.46,4.89,37
2,1.00,700.00,356,4.36,4.09,4.73,22
1,1.00,1511.00,256,4.84,4.87,4.92,77
1,0.98,1150.00,264,4.93,4.87,4.97,60
1,1.00,1402.00,297,5,5,5,1
1,1.00,1300.00,110,4.64,4.36,4.91,11
1,0.99,2536.00,248,4.94,4.87,4.99,144
2,0.97,250.00,356,4.84,4.96,4.98,51
1,1.00,1583.00,354,4.68,4.86,4.59,77
1,0.94,2396.00,90,4.81,4.75,5,32
1,1.00,1178.00,254,4.81,4.77,4.98,115
2,0.99,220.00,339,4.88,4.91,4.91,227
2,0.67,400.00,94,5,4.79,5,16
1,0.97,1550.00,351,4.84,4.87,4.93,219
2,0.65,400.00,66,4.82,4.82,5,11
2,1.00,494.00,81,4.61,4.25,4.92,94
2,0.93,700.00,342,4.72,4.69,4.97,0
2,0.65,500.00,23,4.72,4.69,4.97,33
1,0.96,1095.00,99,4.68,4.11,4.79,19
1,0.99,2068.00,175,4.74,4.88,4.8,284
2,1.00,369.00,0,4,5,5,2
1,0.99,2413.00,356,4.68,4.91,4.72,97
1,0.00,4992.00,179,4.79,4.57,4.88,162
1,1.00,1771.00,345,4.79,4.73,4.94,225
1,0.97,1800.00,244,4.91,4.97,4.97,66
1,0.50,396.00,79,5,4.73,4.91,11
2,0.50,379.00,299,4,4.2,4.2,5
2,1.00,300.00,347,5,5,4.5,0
2,1.00,229.00,347,5,5,4.5,0
1,1.00,5000.00,173,5,5,4.5,2
1,1.00,1769.00,181,4.98,4.98,4.95,212
1,0.99,1647.00,260,4.87,4.89,4.8,224
1,1.00,1229.00,354,4.63,4.67,4.83,105
1,0.00,500.00,47,4.33,4.17,4.33,6
1,1.00,425.00,219,4.86,4.73,4.93,86
1,1.00,990.00,206,4.33,5,5,3
2,1.00,479.00,145,4.95,4.94,5,130
1,0.53,1300.00,364,4.88,4.9,4.99,0
1,1.00,1450.00,234,4.88,4.9,4.99,179
1,1.00,2000.00,295,4.96,4.96,5,49
2,1.00,600.00,364,4.43,4.43,5,7
2,1.00,736.00,293,4.99,4.98,5,220
1,1.00,900.00,296,4.57,4.86,4.86,16
1,0.67,11003.00,318,4.82,4.86,4.86,24
1,0.87,750.00,287,5,4.88,4.88,8
2,0.52,393.00,296,4.88,4.67,4.96,25
1,1.00,1900.00,358,4.89,4.87,4.99,87
2,0.00,280.00,329,5,4.9,4.8,10
1,0.00,700.00,306,4.89,5,4.84,22
2,1.00,756.00,292,4.99,4.97,5,117
1,0.63,890.00,174,4.79,4.79,4.93,15
1,0.63,1350.00,365,4.85,4.81,4.89,0
2,0.63,7500.00,365,4.85,4.81,4.89,0
1,0.63,1750.00,171,4.85,4.81,4.89,29
4,0.82,12000.00,365,5,5,5,0
1,0.82,615.00,75,5,5,5,8
1,1.00,843.00,262,4.85,4.91,4.96,82
2,0.50,450.00,62,4.44,4.48,4.81,27
1,1.00,950.00,353,5,5,5,1
1,0.71,2200.00,365,5,4.83,5,0
2,0.71,700.00,362,5,4.83,5,0
2,0.71,690.00,357,5,4.83,5,6
2,0.96,950.00,365,4.78,4.92,4.94,73
2,0.77,600.00,157,4.89,4.82,4.91,65
1,1.00,1791.00,316,4.92,4.96,4.96,225
1,1.00,619.00,85,4.68,4.77,4.91,66
1,1.00,453.00,59,4.95,4.93,4.96,85
1,0.97,1498.00,266,4.94,4.97,4.97,34
1,1.00,1003.00,322,4.95,4.88,5,41
1,0.94,900.00,0,4.68,4.78,4.97,61
1,0.94,999.00,332,4.96,4.96,5,27
2,0.29,230.00,264,5,5,5,4
2,0.29,340.00,63,5,5,5,9
1,0.00,558.00,1,4.99,4.97,4.97,197
2,0.00,380.00,24,4.81,4.85,4.93,295
2,0.99,221.00,323,4.69,4.76,4.78,93
1,0.91,2243.00,85,4.88,4.84,5,33
1,0.77,2796.00,342,4.81,4.86,4.9,21
1,0.71,700.00,357,4.32,4.32,4.47,129
2,0.00,1200.00,178,5,4.8,5,0
2,0.00,450.00,194,5,4.8,5,5
2,0.76,400.00,295,4.56,4.33,4.89,10
2,0.95,250.00,365,4.91,4.83,4.91,23
1,1.00,5200.00,98,4.94,4.92,5,154
1,1.00,1840.00,300,4.89,4.87,4.95,380
1,1.00,1769.00,279,4.95,4.82,4.88,77
1,0.95,850.00,352,4.67,4.61,4.93,106
2,1.00,1400.00,263,5,5,5,3
2,0.52,472.00,315,4.83,5,4.94,18
2,0.40,360.00,311,4.5,5,4,4
1,1.00,921.00,100,4.93,4.73,4.96,55
1,0.73,1400.00,326,4.9,4.97,4.93,30
2,0.71,450.00,151,5,4.95,4.95,22
2,0.80,30004.00,360,4.74,4.96,4.74,0
1,0.80,966.00,319,4.74,4.96,4.74,23
1,0.99,979.00,266,4.88,4.92,4.92,97
1,0.63,970.00,64,4.64,4.85,4.82,33
1,0.82,1000.00,358,4.96,5,5,0
1,0.82,1250.00,52,4.96,5,5,27
1,0.79,520.00,48,4.81,4.76,4.94,145
1,0.99,899.00,342,4.79,4.89,4.85,91
1,1.00,2000.00,324,4.82,4.82,4.82,33
1,0.92,480.00,2,4.85,4.79,4.9,63
2,0.00,200.00,231,4.88,4.81,4.88,17
2,0.00,500.00,364,5,4.88,5,8
2,0.90,320.00,0,4.22,4.89,4.89,0
1,0.90,500.00,331,4.22,4.89,4.89,9
2,0.99,1200.00,180,4.84,4.88,4.97,0
1,0.99,741.00,165,4.84,4.88,4.97,104
2,1.00,400.00,363,4.6,4.7,4.8,10
2,0.91,400.00,264,4.25,4,5,4
1,0.91,3195.00,311,4.87,4.92,4.92,61
1,1.00,1033.00,311,4.96,4.9,4.99,194
2,1.00,350.00,359,4.73,4.73,4.88,0
1,0.99,974.00,324,4.73,4.73,4.88,248
2,0.57,528.00,364,4.5,4.15,5,21
2,1.00,1298.00,179,4.97,5,5,0
2,1.00,2670.00,351,4.97,5,5,35
4,0.98,396.00,90,4.77,4.75,4.93,0
1,0.98,926.00,80,4.77,4.75,4.93,274
1,1.00,1099.00,105,4.86,4.71,4.93,70
2,0.06,235.00,264,4.39,4.39,4.41,18
2,1.00,440.00,14,5,5,5,19
2,1.00,250.00,264,4.94,4.89,4.94,19
2,0.21,669.00,266,4.95,4.93,4.94,81
1,1.00,3841.00,365,4,4,5,0
2,1.00,500.00,365,4,4,5,1
1,1.00,700.00,40,4.72,4.56,5,106
2,0.94,199.00,365,4.77,4.82,4.89,0
1,0.94,3195.00,72,4.77,4.82,4.89,66
1,1.00,880.00,141,4.77,4.82,4.94,136
1,1.00,669.00,180,4.8,4.89,4.91,56
2,0.69,1000.00,173,4.5,4.5,4.63,0
2,0.69,210.00,327,4.5,4.5,4.63,8
1,1.00,1114.00,253,4.85,4.89,4.88,158
1,1.00,7149.00,23,4.91,4.77,5,35
1,0.94,500.00,205,4.73,4.58,4.78,0
1,0.94,2390.00,160,4.73,4.58,4.78,105
2,0.00,1120.00,364,0,4.96,4.9,1
2,0.00,300.00,0,4.85,4.96,4.9,52
1,1.00,1350.00,329,4.87,4.87,4.89,38
2,1.00,359.00,21,4.65,4.47,4.88,94
2,1.00,1652.00,331,4.89,4.89,5,18
2,1.00,1969.00,352,5,4.86,5,7
1,1.00,670.00,113,4.82,4.89,4.81,88
2,1.00,1969.00,357,5,5,4.89,9
2,1.00,1969.00,342,5,5,4.91,11
2,1.00,1652.00,331,5,5,5,11
2,1.00,507.00,86,4.84,4.88,4.86,50
2,0.96,640.00,359,4.51,4.77,4.62,100
2,0.75,1486.00,316,4.77,4.76,4.89,64
1,0.99,998.00,335,4.85,4.92,4.94,109
1,1.00,924.00,345,4.79,4.77,4.95,146
1,1.00,1240.00,354,4.89,4.7,4.95,44
2,0.99,324.00,64,5,5,5,4
1,0.99,700.00,266,5,4.95,5,42
2,0.99,1977.00,205,4.8,4.83,4.8,30
2,0.00,1000.00,357,5,4.25,5,0
2,0.00,350.00,364,5,4.25,5,0
1,0.82,1200.00,39,5,4.25,5,8
1,1.00,1100.00,65,4.83,4.87,4.91,23
1,0.93,20003.00,361,4.93,5,4.93,14
